Name,Seasons,Games,AB,Runs,Hits,Doubles,Triples,HR,RBI,BB,SO,BA,OBP,SLG,AdjPro,BatRun,AdjBatRun,RC,SB,CS,SBRuns,FieldAverage,FieldRuns,TotalPyrRate,Position,HOFStatus,Cluster
WILLIE DAVIS, 18.0, 2429.0, 9174.0, 1217.0, 2561.0, 395.0, 138.0, 182.0, 1053.0, 418.0, 977.0, 0.279, 0.314, 0.412, 106.0, -2.0, 42.0, 1186.0, 398.0, 131.0, 41.0, 0.978, 53.0, 2.4, O, 0, 0
DOUG DeCINCES, 15.0, 1649.0, 5809.0, 778.0, 1505.0, 312.0, 29.0, 237.0, 879.0, 618.0, 904.0, 0.259, 0.333, 0.445, 116.0, 91.0, 111.0, 832.0, 58.0, 48.0, -11.0, 0.958, 49.0, 12.8, 3, 0, 0
ED DELAHANTY, 16.0, 1835.0, 7505.0, 1599.0, 2597.0, 522.0, 185.0, 101.0, 1464.0, 741.0, 244.0, 0.346, 0.412, 0.505, 154.0, 539.0, 551.0, 1833.0, 455.0, 0.0, 0.0, 0.951, 56.0, 44.8, O, 2, 0
BILL DICKEY, 17.0, 1789.0, 6300.0, 930.0, 1969.0, 343.0, 72.0, 202.0, 1209.0, 678.0, 289.0, 0.313, 0.382, 0.486, 128.0, 216.0, 247.0, 1193.0, 36.0, 29.0, -7.0, 0.988, 24.0, 34.8, C, 1, 0
DOM DiMAGGIO, 11.0, 1399.0, 5640.0, 1046.0, 1680.0, 308.0, 57.0, 87.0, 618.0, 750.0, 571.0, 0.298, 0.383, 0.419, 109.0, 140.0, 92.0, 958.0, 100.0, 62.0, -7.0, 0.978, 101.0, 11.5, O, 0, 0
JOE DiMAGGIO, 13.0, 1736.0, 6821.0, 1390.0, 2214.0, 389.0, 131.0, 361.0, 1537.0, 790.0, 369.0, 0.325, 0.398, 0.579, 156.0, 507.0, 522.0, 1606.0, 30.0, 9.0, 4.0, 0.978, 51.0, 46.5, O, 1, 0
LARRY DOBY, 13.0, 1533.0, 5348.0, 960.0, 1515.0, 243.0, 52.0, 253.0, 970.0, 871.0, 1011.0, 0.283, 0.387, 0.49, 137.0, 267.0, 278.0, 1074.0, 47.0, 36.0, -8.0, 0.983, 3.0, 20.3, O, 2, 0
BOBBY DOERR, 14.0, 1865.0, 7093.0, 1094.0, 2042.0, 381.0, 89.0, 223.0, 1247.0, 809.0, 608.0, 0.288, 0.362, 0.461, 114.0, 181.0, 135.0, 1185.0, 54.0, 64.0, -22.0, 0.98, 181.0, 39.8, 2, 2, 0
PATSY DONOVAN, 17.0, 1821.0, 7496.0, 1318.0, 2253.0, 207.0, 75.0, 16.0, 736.0, 453.0, 131.0, 0.301, 0.347, 0.355, 99.0, -35.0, -9.0, 1154.0, 518.0, 0.0, 0.0, 0.941, 13.0, -10.0, O, 0, 0
BRIAN DOWNING, 20.0, 2344.0, 7853.0, 1188.0, 2099.0, 360.0, 28.0, 275.0, 1073.0, 1197.0, 1127.0, 0.267, 0.373, 0.425, 122.0, 256.0, 271.0, 1293.0, 50.0, 44.0, -11.0, 0.995, -51.0, 20.6, D, 0, 0
JACK DOYLE, 17.0, 1564.0, 6039.0, 971.0, 1806.0, 315.0, 64.0, 26.0, 924.0, 437.0, 132.0, 0.299, 0.351, 0.385, 107.0, 38.0, 53.0, 1047.0, 516.0, 0.0, 0.0, 0.975, -21.0, 3.5, 1, 0, 0
LARRY DOYLE, 14.0, 1766.0, 6509.0, 960.0, 1887.0, 299.0, 123.0, 74.0, 793.0, 625.0, 274.0, 0.29, 0.357, 0.408, 126.0, 210.0, 207.0, 1041.0, 298.0, 27.0, 0.0, 0.949, -152.0, 6.0, 2, 0, 0
DAN DRIESSEN, 15.0, 1732.0, 5479.0, 746.0, 1464.0, 282.0, 23.0, 153.0, 763.0, 761.0, 719.0, 0.267, 0.359, 0.411, 113.0, 111.0, 111.0, 830.0, 154.0, 63.0, 8.0, 0.995, -60.0, -1.9, 1, 0, 0
HUGH DUFFY, 17.0, 1737.0, 7042.0, 1552.0, 2282.0, 325.0, 119.0, 106.0, 1302.0, 662.0, 211.0, 0.324, 0.384, 0.449, 122.0, 279.0, 210.0, 1508.0, 574.0, 0.0, 0.0, 0.943, -9.0, 7.9, O, 2, 0
JIMMY DYKES, 22.0, 2282.0, 8046.0, 1108.0, 2256.0, 453.0, 90.0, 108.0, 1071.0, 958.0, 849.0, 0.28, 0.365, 0.399, 96.0, -7.0, -40.0, 1230.0, 70.0, 55.0, 0.0, 0.952, 57.0, 9.3, 3, 0, 0
BOB ELLIOTT, 15.0, 1978.0, 7141.0, 1064.0, 2061.0, 382.0, 94.0, 170.0, 1195.0, 967.0, 604.0, 0.289, 0.375, 0.44, 124.0, 245.0, 250.0, 1206.0, 60.0, 2.0, 0.0, 0.947, -37.0, 18.5, 3, 0, 0
DEL ENNIS, 14.0, 1903.0, 7254.0, 985.0, 2063.0, 358.0, 69.0, 288.0, 1284.0, 597.0, 719.0, 0.284, 0.341, 0.472, 117.0, 139.0, 151.0, 1137.0, 45.0, 19.0, 0.0, 0.969, 28.0, 8.5, O, 0, 0
DARRELL EVANS, 21.0, 2687.0, 8973.0, 1344.0, 2223.0, 329.0, 36.0, 414.0, 1354.0, 1605.0, 1410.0, 0.248, 0.364, 0.431, 119.0, 268.0, 266.0, 1499.0, 98.0, 68.0, -11.0, 0.946, 161.0, 35.2, 3, 0, 0
DWIGHT EVANS, 20.0, 2606.0, 8996.0, 1470.0, 2446.0, 483.0, 73.0, 385.0, 1384.0, 1391.0, 1697.0, 0.272, 0.373, 0.47, 126.0, 418.0, 351.0, 1611.0, 78.0, 59.0, -12.0, 0.987, 76.0, 32.8, O, 0, 0
JOHNNY EVERS, 18.0, 1784.0, 6137.0, 919.0, 1659.0, 216.0, 70.0, 12.0, 538.0, 778.0, 142.0, 0.27, 0.356, 0.334, 106.0, 80.0, 74.0, 875.0, 324.0, 8.0, 0.0, 0.955, 55.0, 13.6, 2, 2, 0
BUCK EWING, 18.0, 1315.0, 5363.0, 1129.0, 1625.0, 250.0, 178.0, 71.0, 883.0, 392.0, 294.0, 0.303, 0.351, 0.456, 131.0, 212.0, 197.0, 1022.0, 354.0, 0.0, 0.0, 0.931, 103.0, 30.6, C, 2, 0
RON FAIRLY, 21.0, 2442.0, 7184.0, 931.0, 1913.0, 307.0, 33.0, 215.0, 1044.0, 1052.0, 877.0, 0.266, 0.363, 0.408, 117.0, 170.0, 187.0, 1107.0, 35.0, 33.0, -9.0, 0.991, -26.0, 3.5, 1, 0, 0
DUKE FARRELL, 18.0, 1563.0, 5679.0, 826.0, 1563.0, 211.0, 123.0, 51.0, 912.0, 477.0, 246.0, 0.275, 0.337, 0.383, 100.0, 4.0, -4.0, 818.0, 150.0, 0.0, 0.0, 0.938, 94.0, 15.6, C, 0, 0
RICK FERRELL, 18.0, 1884.0, 6028.0, 687.0, 1692.0, 324.0, 45.0, 28.0, 734.0, 931.0, 277.0, 0.281, 0.378, 0.363, 95.0, -8.0, -14.0, 888.0, 29.0, 35.0, -12.0, 0.984, 20.0, 10.3, C, 2, 0
ELMER FLICK, 13.0, 1483.0, 5597.0, 948.0, 1752.0, 268.0, 164.0, 48.0, 756.0, 597.0, 0.0, 0.313, 0.389, 0.445, 149.0, 342.0, 350.0, 1141.0, 330.0, 0.0, 0.0, 0.947, 24.0, 28.6, O, 2, 0
CURT FLOOD, 15.0, 1759.0, 6357.0, 851.0, 1861.0, 271.0, 44.0, 85.0, 636.0, 444.0, 609.0, 0.293, 0.344, 0.389, 99.0, 38.0, -2.0, 844.0, 88.0, 73.0, -17.0, 0.987, 65.0, -3.4, O, 0, 0
GEORGE FOSTER, 18.0, 1977.0, 7023.0, 986.0, 1925.0, 307.0, 47.0, 348.0, 1239.0, 666.0, 1419.0, 0.274, 0.341, 0.48, 127.0, 229.0, 231.0, 1129.0, 51.0, 31.0, -3.0, 0.984, 65.0, 22.8, O, 0, 0
JACK FOURNIER, 15.0, 1530.0, 5208.0, 822.0, 1631.0, 252.0, 113.0, 136.0, 859.0, 587.0, 408.0, 0.313, 0.392, 0.483, 143.0, 285.0, 302.0, 1010.0, 145.0, 94.0, 0.0, 0.984, 20.0, 23.4, 1, 0, 0
NELLIE FOX, 19.0, 2367.0, 9232.0, 1279.0, 2663.0, 355.0, 112.0, 35.0, 790.0, 719.0, 216.0, 0.288, 0.349, 0.363, 94.0, -75.0, -71.0, 1197.0, 76.0, 80.0, -25.0, 0.984, 42.0, 11.9, 2, 2, 0
JIMMIE FOXX, 20.0, 2317.0, 8134.0, 1751.0, 2646.0, 458.0, 125.0, 534.0, 1922.0, 1452.0, 1311.0, 0.325, 0.428, 0.609, 161.0, 803.0, 768.0, 2189.0, 87.0, 72.0, 0.0, 0.992, 30.0, 55.4, 1, 1, 0
BILL FREEHAN, 15.0, 1774.0, 6073.0, 706.0, 1591.0, 241.0, 35.0, 200.0, 758.0, 626.0, 753.0, 0.262, 0.342, 0.412, 111.0, 120.0, 97.0, 867.0, 24.0, 21.0, -5.0, 0.993, -38.0, 13.4, C, 0, 0
JIM FREGOSI, 18.0, 1902.0, 6523.0, 844.0, 1726.0, 264.0, 78.0, 151.0, 706.0, 715.0, 1097.0, 0.265, 0.34, 0.398, 114.0, 83.0, 113.0, 904.0, 76.0, 40.0, -1.0, 0.963, -40.0, 20.1, S, 0, 0
FRANKIE FRISCH, 19.0, 2311.0, 9112.0, 1532.0, 2880.0, 466.0, 138.0, 105.0, 1244.0, 728.0, 272.0, 0.316, 0.369, 0.432, 110.0, 158.0, 143.0, 1464.0, 419.0, 74.0, 0.0, 0.974, 150.0, 38.8, 2, 1, 0
CARL FURILLO, 15.0, 1806.0, 6378.0, 895.0, 1910.0, 324.0, 56.0, 192.0, 1058.0, 514.0, 436.0, 0.299, 0.356, 0.458, 112.0, 136.0, 107.0, 1004.0, 48.0, 26.0, 0.0, 0.979, 22.0, 4.0, O, 0, 0
AUGIE GALAN, 16.0, 1742.0, 5937.0, 1004.0, 1706.0, 336.0, 74.0, 100.0, 830.0, 979.0, 393.0, 0.287, 0.39, 0.419, 122.0, 216.0, 211.0, 1064.0, 123.0, 0.0, 0.0, 0.981, -5.0, 14.7, O, 0, 0
OSCAR GAMBLE, 17.0, 1584.0, 4502.0, 656.0, 1195.0, 188.0, 31.0, 200.0, 666.0, 610.0, 546.0, 0.265, 0.358, 0.454, 127.0, 159.0, 165.0, 766.0, 47.0, 37.0, -8.0, 0.977, -20.0, 10.3, O, 0, 0
LARRY GARDNER, 17.0, 1923.0, 6688.0, 866.0, 1931.0, 301.0, 129.0, 27.0, 934.0, 654.0, 282.0, 0.289, 0.355, 0.384, 109.0, 90.0, 77.0, 965.0, 165.0, 68.0, 0.0, 0.948, -39.0, 6.6, 3, 0, 0
PHIL GARNER, 16.0, 1860.0, 6136.0, 780.0, 1594.0, 299.0, 82.0, 109.0, 738.0, 564.0, 842.0, 0.26, 0.326, 0.389, 100.0, -20.0, -9.0, 774.0, 225.0, 105.0, 4.0, 0.974, 30.0, 7.4, 2, 0, 0
STEVE GARVEY, 19.0, 2332.0, 8835.0, 1143.0, 2599.0, 440.0, 43.0, 272.0, 1308.0, 479.0, 1003.0, 0.294, 0.333, 0.446, 117.0, 144.0, 168.0, 1233.0, 83.0, 62.0, -12.0, 0.996, -78.0, -5.8, 1, 0, 0
LOU GEHRIG, 17.0, 2164.0, 8001.0, 1888.0, 2721.0, 534.0, 163.0, 493.0, 1995.0, 1508.0, 790.0, 0.34, 0.447, 0.632, 182.0, 918.0, 966.0, 2312.0, 102.0, 101.0, -30.0, 0.991, -60.0, 61.9, 1, 1, 0
CHARLIE GEHRINGER, 19.0, 2323.0, 8860.0, 1774.0, 2839.0, 574.0, 146.0, 184.0, 1427.0, 1186.0, 372.0, 0.32, 0.404, 0.48, 123.0, 376.0, 339.0, 1781.0, 181.0, 89.0, 1.0, 0.976, 33.0, 45.1, 2, 1, 0
JIM GILLIAM, 14.0, 1956.0, 7119.0, 1163.0, 1889.0, 304.0, 71.0, 65.0, 558.0, 1036.0, 416.0, 0.265, 0.361, 0.355, 92.0, -25.0, -46.0, 992.0, 203.0, 111.0, -6.0, 0.979, -41.0, -2.8, 2, 0, 0
JACK GLASSCOCK, 17.0, 1736.0, 7030.0, 1163.0, 2040.0, 313.0, 98.0, 27.0, 825.0, 439.0, 212.0, 0.29, 0.337, 0.374, 114.0, 103.0, 124.0, 1067.0, 372.0, 0.0, 0.0, 0.91, 242.0, 37.8, S, 0, 0
KID GLEASON, 22.0, 1966.0, 7452.0, 1020.0, 1944.0, 216.0, 80.0, 15.0, 823.0, 500.0, 131.0, 0.261, 0.31, 0.317, 79.0, -216.0, -205.0, 897.0, 328.0, 0.0, 0.0, 0.938, 6.0, -10.3, 2, 0, 0
JOE GORDON, 11.0, 1566.0, 5707.0, 914.0, 1530.0, 264.0, 52.0, 253.0, 975.0, 759.0, 702.0, 0.268, 0.357, 0.466, 121.0, 137.0, 150.0, 959.0, 89.0, 60.0, -9.0, 0.97, 54.0, 27.7, 2, 0, 0
SID GORDON, 13.0, 1475.0, 4992.0, 735.0, 1415.0, 220.0, 43.0, 202.0, 805.0, 731.0, 356.0, 0.283, 0.377, 0.466, 130.0, 196.0, 211.0, 889.0, 19.0, 5.0, 0.0, 0.985, -19.0, 14.3, O, 0, 0
GEORGE GORE, 14.0, 1310.0, 5357.0, 1327.0, 1612.0, 262.0, 94.0, 46.0, 618.0, 717.0, 332.0, 0.301, 0.386, 0.411, 136.0, 297.0, 258.0, 945.0, 170.0, 0.0, 0.0, 0.876, -15.0, 18.6, O, 0, 0
GOOSE GOSLIN, 18.0, 2287.0, 8656.0, 1483.0, 2735.0, 500.0, 173.0, 248.0, 1609.0, 949.0, 585.0, 0.316, 0.387, 0.5, 128.0, 341.0, 348.0, 1700.0, 175.0, 89.0, -1.0, 0.96, 63.0, 26.0, O, 2, 0
GEORGE GRANTHAM, 13.0, 1444.0, 4989.0, 912.0, 1508.0, 292.0, 93.0, 105.0, 712.0, 717.0, 526.0, 0.302, 0.392, 0.461, 121.0, 185.0, 171.0, 927.0, 132.0, 53.0, 0.0, 0.949, -109.0, 4.4, 2, 0, 0
HANK GREENBERG, 13.0, 1394.0, 5193.0, 1051.0, 1628.0, 379.0, 71.0, 331.0, 1276.0, 852.0, 844.0, 0.313, 0.412, 0.605, 157.0, 468.0, 440.0, 1331.0, 58.0, 26.0, 0.0, 0.991, 15.0, 31.7, 1, 1, 0
BOBBY GRICH, 17.0, 2008.0, 6890.0, 1033.0, 1833.0, 320.0, 47.0, 224.0, 864.0, 1087.0, 1278.0, 0.266, 0.373, 0.424, 25.0, 239.0, 259.0, 1129.0, 104.0, 83.0, -19.0, 0.984, 80.0, 43.3, 2, 0, 0
KEN GRIFFEY, 19.0, 2097.0, 7229.0, 1129.0, 2143.0, 364.0, 77.0, 152.0, 859.0, 719.0, 898.0, 0.296, 0.361, 0.431, 118.0, 181.0, 177.0, 1156.0, 200.0, 83.0, 10.0, 0.981, -13.0, 10.5, O, 0, 0
MIKE GRIFFIN, 12.0, 1511.0, 5914.0, 1405.0, 1753.0, 313.0, 108.0, 42.0, 625.0, 809.0, 206.0, 0.296, 0.388, 0.407, 126.0, 201.0, 236.0, 1153.0, 473.0, 0.0, 0.0, 0.956, 88.0, 21.1, O, 0, 0
CHARLIE GRIMM, 20.0, 2166.0, 7917.0, 908.0, 2299.0, 394.0, 108.0, 79.0, 1078.0, 578.0, 410.0, 0.29, 0.341, 0.397, 95.0, -54.0, -63.0, 1077.0, 57.0, 44.0, 0.0, 0.993, 10.0, -21.0, 1, 0, 0
DICK GROAT, 14.0, 1929.0, 7484.0, 829.0, 2138.0, 352.0, 67.0, 39.0, 707.0, 490.0, 512.0, 0.286, 0.332, 0.366, 89.0, -95.0, -110.0, 882.0, 14.0, 27.0, -12.0, 0.961, 28.0, 6.0, S, 0, 0
HEINIE GROH, 16.0, 1676.0, 6074.0, 918.0, 1774.0, 308.0, 87.0, 26.0, 566.0, 696.0, 345.0, 0.292, 0.373, 0.384, 119.0, 155.0, 164.0, 915.0, 180.0, 66.0, 0.0, 0.967, 39.0, 26.7, 3, 0, 0
PEDRO GUERRERO, 15.0, 1536.0, 5392.0, 730.0, 1618.0, 267.0, 29.0, 215.0, 898.0, 609.0, 862.0, 0.3, 0.374, 0.48, 138.0, 266.0, 273.0, 974.0, 97.0, 47.0, 1.0, 0.988, -42.0, 17.4, 1, 0, 0
STAN HACK, 16.0, 1938.0, 7278.0, 1239.0, 2193.0, 363.0, 81.0, 57.0, 642.0, 1092.0, 466.0, 0.301, 0.394, 0.397, 120.0, 231.0, 235.0, 1241.0, 165.0, 0.0, 0.0, 0.957, -4.0, 27.1, 3, 0, 0
CHICK HAFEY, 13.0, 1283.0, 4625.0, 777.0, 1466.0, 341.0, 67.0, 164.0, 833.0, 372.0, 477.0, 0.317, 0.372, 0.526, 133.0, 212.0, 208.0, 902.0, 70.0, 7.0, 0.0, 0.971, 1.0, 13.2, O, 2, 0
BILLY HAMILTON, 14.0, 1591.0, 6268.0, 1690.0, 2158.0, 242.0, 94.0, 40.0, 736.0, 1187.0, 218.0, 0.344, 0.455, 0.432, 141.0, 484.0, 441.0, 1705.0, 912.0, 0.0, 0.0, 0.926, -5.0, 28.7, O, 2, 0
MIKE HARGROVE, 12.0, 1666.0, 5564.0, 783.0, 1614.0, 266.0, 28.0, 80.0, 686.0, 965.0, 550.0, 0.29, 0.4, 0.391, 121.0, 208.0, 206.0, 914.0, 24.0, 37.0, -15.0, 0.991, 53.0, 15.6, 1, 0, 0
TOMMY HARPER, 15.0, 1810.0, 6269.0, 972.0, 1609.0, 256.0, 36.0, 146.0, 567.0, 753.0, 1080.0, 0.257, 0.34, 0.379, 100.0, 41.0, 16.0, 876.0, 408.0, 116.0, 53.0, 0.986, -47.0, -3.5, O, 0, 0
TOBY HARRAH, 17.0, 2155.0, 7402.0, 1115.0, 1954.0, 307.0, 40.0, 195.0, 918.0, 1153.0, 868.0, 0.264, 0.368, 0.395, 114.0, 169.0, 173.0, 1152.0, 238.0, 94.0, 15.0, 0.963, -166.0, 11.4, 3, 0, 0
GABBY HARTNETT, 20.0, 1990.0, 6432.0, 867.0, 1912.0, 396.0, 64.0, 236.0, 1179.0, 703.0, 697.0, 0.297, 0.37, 0.489, 126.0, 241.0, 234.0, 1173.0, 28.0, 7.0, 0.0, 0.984, 74.0, 40.1, C, 2, 0
VON HAYES, 12.0, 1495.0, 5249.0, 767.0, 1402.0, 282.0, 36.0, 143.0, 696.0, 712.0, 804.0, 0.267, 0.357, 0.416, 113.0, 111.0, 105.0, 814.0, 253.0, 97.0, 18.0, 0.983, -4.0, 6.4, O, 0, 0
JEFF HEATH, 14.0, 1383.0, 4937.0, 777.0, 1447.0, 279.0, 102.0, 194.0, 887.0, 593.0, 670.0, 0.293, 0.37, 0.509, 140.0, 235.0, 254.0, 964.0, 56.0, 47.0, 0.0, 0.972, -20.0, 15.7, O, 0, 0
RICHIE HEBNER, 18.0, 1908.0, 6144.0, 865.0, 1694.0, 273.0, 57.0, 203.0, 890.0, 687.0, 741.0, 0.276, 0.356, 0.438, 120.0, 161.0, 163.0, 972.0, 38.0, 40.0, -13.0, 0.946, -83.0, 3.6, 3, 0, 0
HARRY HEILMANN, 17.0, 2148.0, 7787.0, 1291.0, 2660.0, 542.0, 151.0, 183.0, 1539.0, 856.0, 550.0, 0.342, 0.41, 0.52, 148.0, 517.0, 527.0, 1690.0, 112.0, 64.0, 0.0, 0.962, -48.0, 31.9, O, 1, 0
GEORGE HENDRICK, 18.0, 2048.0, 7129.0, 941.0, 1980.0, 343.0, 27.0, 267.0, 1111.0, 567.0, 1013.0, 0.278, 0.333, 0.446, 117.0, 134.0, 143.0, 1015.0, 59.0, 47.0, -11.0, 0.985, -25.0, 3.2, O, 0, 0
TOMMY HENRICH, 11.0, 1284.0, 4603.0, 901.0, 1297.0, 269.0, 73.0, 183.0, 795.0, 712.0, 383.0, 0.282, 0.382, 0.491, 132.0, 203.0, 209.0, 922.0, 37.0, 19.0, -0.0, 0.981, -7.0, 14.2, O, 0, 0
BABE HERMAN, 13.0, 1552.0, 5603.0, 882.0, 1818.0, 399.0, 110.0, 181.0, 997.0, 520.0, 553.0, 0.324, 0.383, 0.532, 141.0, 304.0, 318.0, 1143.0, 94.0, 0.0, 0.0, 0.961, -55.0, 16.7, O, 0, 0
BILLY HERMAN, 15.0, 1922.0, 7707.0, 1163.0, 2345.0, 486.0, 82.0, 47.0, 839.0, 737.0, 428.0, 0.304, 0.367, 0.407, 112.0, 151.0, 141.0, 1173.0, 67.0, 0.0, 0.0, 0.967, 71.0, 32.0, 2, 2, 0
KEITH HERNANDEZ, 17.0, 2088.0, 7370.0, 1124.0, 2182.0, 426.0, 60.0, 162.0, 1071.0, 1070.0, 1012.0, 0.296, 0.388, 0.436, 129.0, 310.0, 319.0, 1282.0, 98.0, 63.0, -8.0, 0.994, 149.0, 34.1, 1, 0, 0
PINKY HIGGINS, 14.0, 1802.0, 6636.0, 930.0, 1941.0, 375.0, 50.0, 140.0, 1075.0, 800.0, 590.0, 0.292, 0.37, 0.427, 105.0, 100.0, 62.0, 1065.0, 61.0, 59.0, -17.0, 0.935, -131.0, -3.6, 3, 0, 0
PAUL HINES, 16.0, 1481.0, 6253.0, 1083.0, 1881.0, 368.0, 84.0, 56.0, 751.0, 366.0, 304.0, 0.301, 0.343, 0.413, 134.0, 239.0, 241.0, 970.0, 153.0, 0.0, 0.0, 0.887, -3.0, 17.8, O, 0, 0
GIL HODGES, 18.0, 2071.0, 7030.0, 1105.0, 1921.0, 295.0, 48.0, 370.0, 1274.0, 943.0, 1137.0, 0.273, 0.361, 0.487, 119.0, 238.0, 200.0, 1261.0, 63.0, 31.0, 0.0, 0.992, 34.0, 14.2, 1, 0, 0
HARRY HOOPER, 17.0, 2309.0, 8785.0, 1429.0, 2466.0, 389.0, 160.0, 75.0, 817.0, 1136.0, 412.0, 0.281, 0.368, 0.387, 114.0, 174.0, 185.0, 1349.0, 375.0, 121.0, 0.0, 0.966, 91.0, 12.6, O, 2, 0
ROGERS HORNSBY, 23.0, 2259.0, 8173.0, 1579.0, 2930.0, 541.0, 169.0, 301.0, 1584.0, 1038.0, 679.0, 0.358, 0.434, 0.577, 176.0, 844.0, 859.0, 2074.0, 135.0, 64.0, 0.0, 0.965, -91.0, 79.8, 2, 1, 0
WILLIE HORTON, 18.0, 2028.0, 7298.0, 873.0, 1993.0, 284.0, 40.0, 325.0, 1163.0, 620.0, 1313.0, 0.273, 0.335, 0.457, 119.0, 194.0, 171.0, 1077.0, 20.0, 38.0, -17.0, 0.972, -23.0, 7.9, O, 0, 0
FRANK HOWARD, 16.0, 1895.0, 6488.0, 864.0, 1774.0, 245.0, 35.0, 382.0, 1119.0, 782.0, 1460.0, 0.273, 0.355, 0.499, 143.0, 324.0, 344.0, 1110.0, 8.0, 9.0, -3.0, 0.975, -60.0, 19.9, O, 0, 0
DUMMY HOY, 14.0, 1796.0, 7112.0, 1426.0, 2044.0, 248.0, 121.0, 40.0, 726.0, 1004.0, 210.0, 0.287, 0.385, 0.373, 111.0, 151.0, 140.0, 1300.0, 594.0, 0.0, 0.0, 0.915, 2.0, 4.1, O, 0, 0
JOE JACKSON, 13.0, 1332.0, 4981.0, 873.0, 1772.0, 307.0, 168.0, 54.0, 785.0, 519.0, 158.0, 0.356, 0.423, 0.517, 169.0, 452.0, 440.0, 1146.0, 202.0, 61.0, 0.0, 0.962, 22.0, 38.2, O, 0, 0
REGGIE JACKSON, 21.0, 2820.0, 9864.0, 1551.0, 2584.0, 463.0, 49.0, 563.0, 1702.0, 1375.0, 2597.0, 0.262, 0.358, 0.49, 140.0, 466.0, 503.0, 1772.0, 228.0, 115.0, -1.0, 0.967, 8.0, 42.7, O, 1, 0
TRAVIS JACKSON, 15.0, 1656.0, 6086.0, 833.0, 1768.0, 291.0, 86.0, 135.0, 929.0, 412.0, 565.0, 0.291, 0.337, 0.433, 102.0, -5.0, 8.0, 883.0, 71.0, 13.0, 0.0, 0.952, 104.0, 24.0, S, 2, 0
BABY-DOLL JACOBSON, 11.0, 1472.0, 5507.0, 787.0, 1714.0, 328.0, 94.0, 83.0, 819.0, 355.0, 410.0, 0.311, 0.357, 0.45, 111.0, 91.0, 69.0, 886.0, 86.0, 54.0, 0.0, 0.973, 28.0, -1.1, O, 0, 0
CHARLIE JAMIESON, 18.0, 1779.0, 6560.0, 1062.0, 1990.0, 322.0, 80.0, 18.0, 552.0, 748.0, 345.0, 0.303, 0.378, 0.385, 101.0, 43.0, 32.0, 980.0, 132.0, 107.0, 0.0, 0.967, 19.0, -9.0, O, 0, 0
HUGHIE JENNINGS, 17.0, 1285.0, 4904.0, 994.0, 1527.0, 232.0, 88.0, 18.0, 840.0, 347.0, 117.0, 0.311, 0.39, 0.406, 119.0, 150.0, 143.0, 985.0, 359.0, 0.0, 0.0, 0.922, 151.0, 27.4, S, 2, 0
JACKIE JENSEN, 11.0, 1438.0, 5236.0, 810.0, 1463.0, 259.0, 45.0, 199.0, 929.0, 750.0, 546.0, 0.279, 0.372, 0.46, 119.0, 184.0, 151.0, 900.0, 143.0, 55.0, 10.0, 0.977, 28.0, 12.3, O, 0, 0
INDIAN-BOB JOHNSON, 13.0, 1863.0, 6920.0, 1239.0, 2051.0, 396.0, 95.0, 288.0, 1283.0, 1075.0, 851.0, 0.296, 0.393, 0.506, 139.0, 366.0, 381.0, 1418.0, 96.0, 64.0, -10.0, 0.952, 79.0, 35.1, O, 0, 0
FIELDER JONES, 15.0, 1788.0, 6747.0, 1180.0, 1920.0, 206.0, 75.0, 21.0, 631.0, 817.0, 15.0, 0.285, 0.368, 0.347, 112.0, 120.0, 142.0, 1059.0, 359.0, 0.0, 0.0, 0.964, 24.0, 5.6, O, 0, 0
JOE JUDGE, 20.0, 2171.0, 7898.0, 1184.0, 2352.0, 433.0, 159.0, 71.0, 1034.0, 965.0, 478.0, 0.298, 0.378, 0.42, 115.0, 157.0, 179.0, 1304.0, 213.0, 92.0, 0.0, 0.993, 13.0, 5.8, 1, 0, 0
AL KALINE, 22.0, 2834.0, 10116.0, 1622.0, 3007.0, 498.0, 75.0, 399.0, 1583.0, 1277.0, 1020.0, 0.297, 0.379, 0.48, 134.0, 513.0, 481.0, 1846.0, 137.0, 65.0, 2.0, 0.986, 103.0, 46.4, O, 1, 0
WILLIE KAMM, 13.0, 1693.0, 5851.0, 802.0, 1643.0, 348.0, 85.0, 29.0, 826.0, 824.0, 405.0, 0.281, 0.372, 0.384, 97.0, -12.0, -7.0, 881.0, 125.0, 83.0, -12.0, 0.967, 65.0, 13.8, 3, 0, 0
WILLIE KEELER, 19.0, 2123.0, 8591.0, 1719.0, 2932.0, 241.0, 145.0, 33.0, 810.0, 524.0, 36.0, 0.341, 0.387, 0.415, 126.0, 345.0, 300.0, 1685.0, 495.0, 0.0, 0.0, 0.96, -30.0, 11.5, O, 1, 0
GEORGE KELL, 15.0, 1795.0, 6702.0, 881.0, 2054.0, 385.0, 50.0, 78.0, 870.0, 621.0, 287.0, 0.306, 0.368, 0.414, 111.0, 118.0, 106.0, 1038.0, 51.0, 36.0, -6.0, 0.969, -29.0, 6.4, 3, 2, 0
CHARLIE KELLER, 13.0, 1170.0, 3790.0, 725.0, 1085.0, 166.0, 72.0, 189.0, 760.0, 784.0, 499.0, 0.286, 0.41, 0.518, 152.0, 287.0, 291.0, 883.0, 45.0, 23.0, -0.0, 0.98, -4.0, 23.3, O, 0, 0
